model,type
604a1993-aff4-4f77-bce5-a0f97cbf8c1d,Cube
44149bd8-419d-4645-ab3f-cb73931f3889,Sphere
f4d708d7-4db0-4298-a05c-10017472bd58,Sphere
7af97793-6d6b-462d-868c-8d979c82e52d,Cone
747c0119-6c46-44d2-914b-06d4b6e68e75,Cube
a3959c0c-43d7-40fb-b12c-3be0d536c43d,Torus.1438
89d841a0-d8d3-4b58-8f7d-63e68d453e90,Torus.1439
68d186c4-5c62-49a0-b9ad-f0834b9efbe7,Sphere
b5a76158-f592-4d18-a6cd-fe4b9a4106e8,Sphere
6cf4063f-cc05-44b3-b339-75ccce9bb51c,Cube
6813f415-3a8c-4d31-bf1c-9702c5e8a356,Cylinder
f8dc5c8e-c3dd-4402-8a65-2136c1a0ab10,Cube
c15c1bea-4af9-4a64-abd0-442fbf078ea5,Cone
d27e727c-8971-4f75-a692-16c796e84c23,Cube
3ea73133-c2a4-411c-99eb-1aa2d5f4d545,Torus.1440
1f1a91c9-c43b-4664-a161-687dd42a0750,Cube
ff29c21b-901f-48e5-99e4-fde09daae3c0,Sphere
e59b2e78-77cf-400a-b42a-9c75494be020,Cylinder
9e5f1056-8a8b-4ff5-a861-c6981adb26b6,Sphere
b6202e48-6cc9-4492-8241-8db74120717e,Cylinder
ba91855b-64ff-4f1a-993f-5e321fafbdb8,Torus.1441
70e10654-8d83-4ec4-90cb-da577b0f807a,Torus.1442
4417ba55-a97d-469e-a994-05451091c7b2,Cube
353d2b2e-11b2-46a0-87fa-463eccc9bb80,Torus.1443
f0b56e79-8878-476b-9215-ce701fff2971,Sphere
1b1bd0c6-5b77-4cb2-bf70-8a70e3fdccb1,Torus.1444
7038b871-30d6-4459-9e81-fddc8d6e27ed,Torus.1445
7e78c544-54cf-4ff0-b8be-3a489af7aeb9,Torus.1446
f348576c-68b2-42b3-b226-4a147356cc26,Cylinder
1f492207-7342-4bd8-b9d2-e395f3bae251,Sphere
435ab1a5-0f83-4034-a68d-74e4ea984a7d,Torus.1447
391229ac-70ec-4b4c-b02a-9dfc0d0825e0,Torus.1448
52945809-ddfa-4d3d-8344-8ba6247b8c36,Cone
19dd902b-171a-4d0f-9aff-9ae60451bc02,Sphere
dff56c6d-2838-4fa1-9561-3c341c29f0ce,Cube
9e0ffddf-aa1e-4135-8182-f2ab7ad6abc6,Cube
c52ade9a-b47e-4dbf-bd20-2854c268965b,Sphere
57bcc9bd-2b71-4d46-9369-99a2bdb38a83,Sphere
8e6ce4f5-2218-4cf5-bb0a-d37a2d4495c8,Sphere
d3ea67f1-e8c3-4ade-b1d2-cfae6ca6aef4,Torus.1449
4de3d4a0-99b3-4724-b569-e181866a5983,Cylinder
2581cc21-f86f-4eff-8ac4-2a5df18eedc8,Cone
6ead880f-f985-41a1-8d79-c9e782e25dda,Cylinder
041fa527-43ad-4047-8b06-fdaa202a6a33,Torus.1450
3496f9c1-e940-4277-bc24-6991d2b275df,Cube
1667ca8f-df97-4bdc-83e7-5533cd2b70bf,Cone
ccab9582-d065-4ff5-a068-0e3709ac347b,Cylinder
e167d315-882e-41a3-8f64-23236af2ffcc,Cube
5e75090b-0527-4936-9791-e84f6fa421cd,Cube
9ef149c8-a597-43e9-830f-c2b4567f52b0,Sphere
95daf41e-ed00-41ea-a29d-97d96dc807da,Sphere
e28ada38-adde-46d7-9450-2cdd01eee2a4,Sphere
8cab12c2-8039-4071-83d9-0bcc452c8dc8,Torus.1451
d7bb5ff9-dbea-4bd9-bdc8-74d81887f09d,Sphere
0100b9ab-527a-4ab9-bc8c-ed5ba6f0b1ae,Sphere
aff66cc7-a2b8-4f10-8b06-eb801a1fc938,Sphere
855dbc15-4696-4591-a406-dfe1b04173ca,Cylinder
77a0ff89-0e7a-4cc7-8eb3-b4ca1ed396d2,Cube
c4aa4a6a-a64c-46c3-9510-fa0784940031,Cylinder
12d38fff-e69e-4d97-a237-24b8e55b2904,Sphere
f9def17b-940c-4e27-b57a-af257c0740a7,Cube
419a0ed1-37d5-4d99-9119-4985284e9e24,Cylinder
98b30c89-e2f1-4d73-a947-b7c9e05cd1c9,Torus.1452
2fce868f-0f01-465f-aa17-11b244c868b7,Sphere
fb21b794-f8e5-4767-ae21-ee41e316e168,Sphere
8be6c9ae-4dbc-4088-a16c-a7dcd0608a3b,Torus.1453
667f5a5a-7fd9-4136-a59e-ac1c9671be39,Cube
050eed5d-89f0-4799-94ab-c5e7bd3c1963,Torus.1454
7ed5aad7-c13e-4545-829e-6d5b82485369,Cylinder
4d34a493-801a-4c50-9257-4d9e8be6c21a,Cone
557325a4-fa23-4798-ab3c-afb4c8ced206,Cone
6c778065-1c42-4e1f-9ae4-ae67f67e4256,Cylinder
ee694494-a713-47b9-a227-dce2dde70153,Cube
2929e43e-75af-4c2e-990b-263d24330793,Cylinder
6e9c2b50-3075-4b17-b214-608823dc2a7e,Cone
41072e12-9bcc-4f48-a6ef-e0c654c5f675,Cone
464387d1-295e-4357-9864-2fa5bee34b9f,Cube
681ff9eb-90be-4505-88c6-c58a06394ef9,Cube
63491822-33d3-4c2b-aa47-34da9eba173d,Sphere
ee1ed1ed-18c6-4032-b3d6-4f6f6981f708,Cone
5e7a36b5-7cdc-498b-8670-3b779bec6a2c,Torus.1455
2eb2818c-1459-4cf8-8fc3-b2dd4e2654e6,Cylinder
14c195d8-a924-45a3-aef7-378f2dd9d0f0,Cylinder
62932abb-b00c-4c5d-bf9a-3f532572d1f9,Cube
548f5288-f2cb-4bc7-897c-89c5c3f058a9,Sphere
14e559f6-7d14-4570-9280-952351048f28,Cone
839a62a0-3b3d-4af0-9d6e-fcf62a731ee1,Sphere
2bfe6028-cf4d-48f6-9b75-6337b71a39f5,Torus.1456
fa4e1b94-7982-4de4-bbfb-c4e3de230eff,Cube
2c109fed-2237-4a53-b54f-1863003b9ef3,Sphere
c61dcd79-603e-4427-ab0d-78d08f015643,Torus.1457
4e31ec52-a3a2-4f8d-b7d0-546dabc19880,Cylinder
2a59279a-2ddc-4814-8e0c-3271c5079f1d,Sphere
170e61a2-1848-481f-afa6-40767f58d0eb,Cube
a1a1a2c0-6001-44b5-8758-3deeb602055a,Cylinder
225e0782-cefe-45b4-aa10-8b5a49c74768,Cone
2bb92158-a9dc-4728-a015-096ac9dee44b,Torus.1458
a20957be-6b3d-48ac-a4b3-8a6eca8d85d8,Cone
05e28a45-1103-4093-a2b7-664480991feb,Torus.1459
6912673b-2500-444a-8b17-1909649e75c9,Cube
1bdd10d4-5cb5-4459-8637-0b54f3c2dd65,Cylinder
4e330aec-d172-4655-86f7-88bff4537e33,Cylinder
5f4334ae-bafc-49e3-b791-4e6d5d499594,Cube
4532db6c-47fb-44f7-82b1-c8d8ecc67ed5,Cylinder
5b5b0500-6f25-4d8c-859c-c4be182f5d7e,Cube
16b51062-6032-42c3-892b-ec81646eb4be,Torus.1460
ba6b86ac-04eb-42a2-89b5-21d1265d3504,Torus.1461
74ed4eac-9ea2-4f81-8c22-ad89cdb6b187,Cube
d4e46c88-c4f5-49fd-b87f-098663e4862b,Torus.1462
7f918485-d453-451e-8e71-961932aaaca3,Sphere
d5ec69ab-5e4d-4e07-bed0-bc425d23069a,Cylinder
a2c18e1e-5ae6-45b4-a86c-b7566e37e972,Cube
96800db3-37b7-44b7-b5e3-b70b296fc1e0,Cone
830a7cea-75bb-4f9b-842c-0aa2afd5fb6a,Cone
677b404f-2a98-4ded-99b2-09b1a81a2378,Torus.1463
0fcf0b8b-9f75-4991-8f4e-9e73335dcf63,Torus.1464
32a2d8eb-461b-461c-8509-b5e2a5b5e46a,Cone
c855c501-ce85-4b5e-974b-c47f2bb05128,Sphere
f9e3f52b-7ac5-4b00-9073-d5c7c7aa850b,Cone
d052f038-4515-413b-ae38-3be869cd582d,Cone
33ceaf28-2d35-40f6-8fd4-9bfaff986f34,Sphere
d849b7b0-8f49-4728-a08a-12a2cbe5b8cc,Cube
f8b6625b-fed2-4e21-9386-9de696f4b1fa,Torus.1465
d9ef9997-b43c-4f43-90b1-bf02e76bea4b,Cube
e423e74b-3b94-4069-bbdc-f4b28c94f1b4,Torus.1466
bba2256c-b1e7-4ed5-8698-1545a7883ec0,Cube
9ee6935a-9c14-4eb1-9906-c7c36755fb2c,Torus.1467
f93bdd58-ada4-4274-b85e-a0514d22441c,Cone
a528cf29-1127-4d54-b6c0-43d6064421ae,Cone
bc710c18-3688-420e-a503-0a5b7c49633b,Cone
f990c302-4d4f-4417-a29c-826a174046f9,Torus.1468
e963240c-bd56-4154-94c6-05b0886dc95e,Cube
566c7b1c-7521-49e9-afda-f28aa8782372,Cube
d4ca6136-c186-4505-82db-b3ab18d43efb,Cylinder
dbca247c-7305-48ef-a7c6-73fd09632a88,Cube
a0b2b89f-40a3-4762-a06f-e74ac5eaf73f,Cone
ef7e933d-eea2-40bd-9bc8-609b5a5ac9a2,Cube
ef8395e4-da9c-4b53-9921-641fcf32f681,Cylinder
56b6812c-56c3-4d58-8b48-ce54aa14abce,Torus.1469
c048aa0c-188e-491a-a880-b1e2ddbb48a5,Torus.1470
0785d058-3c4a-4099-94ee-137e43944939,Torus.1471
68643d6d-eda2-4a1d-8c97-ba97c78fed9a,Sphere
a734a3ad-4fc2-49e6-b753-596d17ab236e,Cone
d259190a-6b90-4e01-a2be-1a7ba36a0b4f,Sphere
8001d290-aecb-42fc-9773-7f5d5c19371a,Cone
a308e65c-0907-4336-a8ad-e5ffe9e283c5,Sphere
87622db0-b913-4282-86e0-c2ca54676667,Cube
76d32c22-fff5-4db2-b358-17ef6c107b16,Cone
22007be5-0b84-4c73-9322-e547ef035b67,Torus.1472
e18d6b42-63ba-4c31-aefd-de4f0c7b6297,Cylinder
d0ec8d5b-8896-46d2-8f06-46a8a0c3bc2c,Sphere
899e80f4-c65b-4630-be83-e4746edc5ad7,Torus.1473
657baf30-3039-4c20-8ca0-46b88cde0655,Torus.1474
7b429815-b6a5-4e28-ad0e-e4072711053f,Cylinder
8e713ef7-36d8-4862-92c6-c24b4eaaac72,Cylinder
8b43cf54-5e90-4a64-8493-0a74bdd723cc,Cylinder
13dae4ad-0ca8-41b3-9bb1-b82d6dd25fbf,Torus.1475
7b0dfb60-0833-4bc5-abf9-84024fd5ee3e,Cylinder
a6ebb819-7888-41f2-bcdd-493c6c765e18,Torus.1476
04bc419d-5f9d-46c6-b1a5-00c87c6e9431,Cube
f8064698-bd3c-4f5d-b9ac-b5e4c09375fd,Sphere
59d369c5-510b-4190-bc4a-70e898c75f79,Cylinder
550335cc-b044-4eaf-8836-752a414b93d0,Cone
9db889db-6d3f-4803-813b-89fc5cb3c43d,Cone
bfe8233c-088f-4bf6-adc7-fa6518bb9187,Sphere
19480075-2495-4501-8138-357bc04a8d5a,Cylinder
d99a6aef-8180-482c-839b-c32eb897567d,Cube
0e736717-235e-4713-a417-638a6af73f20,Cube
c5244c10-9b04-41d1-aeec-91361e3e9870,Sphere
3e8da9d6-0027-41d1-9135-3d7830af8af6,Sphere
762015e7-3dc3-4888-b545-c8e46264167f,Cube
8fac27b6-d484-4d23-9f01-2a245303a596,Cube
7a66adbb-8582-4387-ab50-e3fd7fd6a6e0,Sphere
6e98d357-754a-4bdf-b6f7-d9edd5e80a75,Torus.1477
05ab790d-6fe6-406f-aec4-0ce68f5f449a,Sphere
572fcb98-53cc-4ee7-9877-3c65ef66d9ea,Cone
fecb5369-4ca0-41c0-9327-371009cf2408,Cone
cb153392-cf35-4f77-bf1a-ca321aa51f5f,Cube
d1841261-5441-4533-9306-98ce5c49297c,Cylinder
b0c62db5-f797-4585-8d06-4efa62fd6e44,Cube
b979c5d3-c6b2-4f41-b7d3-7e15e2042a27,Torus.1478
8bdb0d73-4426-420b-a014-fae8d9efef02,Sphere
1bdd7c7a-3641-4276-843e-c9456e0bf3b0,Cone
51d7bb6b-80cb-4842-9854-3fbce6740a48,Torus.1479
293b24a5-820c-42f8-ab17-d78a1bcfb315,Cube
347492f2-820a-4edb-b471-90fb5eaca560,Cylinder
508b17b2-df1d-44dd-bb44-7a82055651c2,Cylinder
32c0fbe5-7c7a-4764-82ea-0b8468be8741,Cylinder
d6d83fb9-77d0-47d5-88eb-6fd101ccfee3,Cone
c0239bd9-b8fc-4136-b903-cc26bc89fdd8,Cone
f8d206a7-34f3-4fe9-b0cb-6fb00273c401,Cylinder
09d91b1b-864a-42ad-ae6e-36a943ef9117,Sphere
f013774a-08f4-429b-8c2f-3528c68ad7a9,Cone
ce834912-d9f0-4316-aedb-f21934db7b1f,Cone
ad513045-51cb-4b0b-bb03-5701b7ee5531,Cylinder
bb7092bb-f72c-4f48-9604-e5e5634ad569,Sphere
bce4b6bd-89c1-4617-94d7-3d628b57861a,Cylinder
1f47e2d5-8e80-45af-b454-bce8768e79ca,Cylinder
38ab1149-df4c-4628-a943-5d50a07c8bb8,Sphere
05cf6b14-9809-43f0-8beb-0a5759d301d1,Cone
eb99236b-61f0-45da-a172-f5a24fe729db,Torus.1480
533f7d5b-cb22-4ed2-87e4-7481decf28f2,Sphere
6bd49541-5b6f-4851-a080-e67789760b94,Sphere
da60ff94-1aba-4589-b60d-59cff1ab185f,Cone
e7c49762-06b4-4073-9987-9fa63dc8496f,Cone
7c2794b3-19fa-45bf-9183-ec7e59ae929c,Torus.1481
76a64f4b-5a1d-45e9-814e-b4968c4c2a80,Cone
0fb3e259-a349-4dfc-891a-f0aa768fde31,Torus.1482
45a8deeb-61ca-45bb-be5d-94f404636529,Cone
8e1809e5-5645-423b-b079-73d542517ca8,Cube
f0b0d449-30d3-4182-9838-c923391f71ee,Cylinder
1dc109ae-c64d-4db4-8fad-81ba0b6d6627,Cylinder
06de033c-8444-46dc-a1cd-8b5a60afeaa8,Cylinder
b518c5e0-1921-418b-be5f-51719520ae14,Sphere
a2e32d3c-8203-4e6e-bca0-17f5497b1b24,Cone
585b26a4-e65e-4d07-a0bd-7e7036510f46,Torus.1483
9779bb19-0e33-4f2d-9851-32d3d72617cc,Sphere
a5f3b4fb-63db-4065-bcb3-2c72f5752e90,Sphere
46c960f5-8625-42ec-a9a3-6c18e49a3b62,Cone
4100d406-a8f6-44bc-9ff0-6a8bbee1f4c0,Sphere
8acf1930-0e41-4e8e-b679-89998bbb3eda,Sphere
a6c26190-d60d-4ed7-85f8-11753363a6ed,Cone
6b049cac-1f71-4568-9ede-045ffe1ae742,Cone
f4aace49-2030-4521-ba3f-0097fcb53f74,Cube
c2362382-9f14-4710-a54b-c0dddcb4a22d,Torus.1484
dce1ea94-04f3-408f-9f5d-8bb8c33ffe41,Torus.1485
86bea122-f48e-45ca-b41e-6aff99d9938a,Cube
274d3a54-5f45-4f87-9bee-8812bdd05a65,Torus.1486
47458347-472c-4a76-80e4-eb5fee64ffe4,Sphere
30b2619e-f33c-4bb1-b518-b4dea48744bc,Torus.1487
5f7e6f0f-f338-4c5a-bf63-0f9b975ca1d1,Cylinder
777d51cb-265e-4d8d-859c-b12896e6bde2,Sphere
12255f0e-2e39-4945-8ab6-8ad34bcd3e22,Cylinder
fa3658a9-5210-44dc-b768-cdbb53e11e6e,Cone
062f05ef-fdd0-4727-bd0a-2c6d310c94eb,Torus.1488
1e0859d4-2321-4f5b-a752-6b5711b969a9,Torus.1489
36b52237-890e-442c-a59b-00c6c0e1dd17,Cone
8e867887-c0a1-4762-a2f6-aa5c55cf28c1,Cylinder
fa235a2c-6908-430b-9622-7f84e29b4e38,Sphere
9fb4df81-29d7-4eb3-a6f4-54b20f3a4007,Torus.1490
06142386-d06c-42ce-bcd6-587693881916,Cone
73f66f22-b350-4f96-8e38-01970b7ee7d2,Torus.1491
5f89d6f6-1ca5-4b4d-b70b-3cc3b88655f5,Cube
3bc40e95-0229-4ab0-a14f-4fc29a99ffe1,Cone
cc6ccbfc-712b-42c8-98d5-671bee975205,Cube
8d65d533-6ba4-4990-9640-b21a2a3058fe,Cone
7d2bc566-4fb7-4a27-9c01-21ceb0dfd2fe,Cube
a7aae227-8063-4cb5-8fab-422183299d6e,Cone
f9ee021f-dd4b-4d08-9394-92b156fe6334,Sphere
5561a035-5b66-4adb-85b9-bdede54a32d8,Cone
7c327fe4-37ac-4856-a462-df83eb0866ba,Cube
d7fc8f3f-9ed6-4425-b80e-4a3e82457869,Torus.1492
27605562-3fc3-4919-933d-dd6dd486b9ac,Sphere
6606b250-3dff-463a-97e9-ffaf77ac6198,Torus.1493
04deeb93-3852-4706-90e0-7e8277486a6f,Cone
62324cb2-3051-463d-854a-0286d637e9a1,Cube
190c943c-83ea-427f-9603-a384fe878c91,Sphere
9d7a4dbc-b467-4526-9703-00cc9f330a1a,Cube
30976fdc-ecd0-4afa-a4ce-b92349b1dcd3,Cylinder
44e673d6-8ebc-449a-bdce-488d9235c60e,Sphere
75040ce7-b8ee-4bbe-955f-4563824b1136,Torus.1494
786104ac-8b88-441b-857a-f906aa20ccb1,Cylinder
02843e3e-5556-4202-ac69-6839cbe5df8d,Torus.1495
04dc110e-c202-4424-8996-a829c99e43ad,Cylinder
6104194a-9d57-4698-b3bd-3339a67c278d,Cone
dddae180-d522-4ace-8e15-ddc61f9af5b9,Cube
09313f69-7839-4dde-9abc-ffda72aa06fc,Sphere
e5dd65c8-1ae4-4557-b88f-f5bd2773d973,Torus.1496
ef1bbc12-6694-488c-812b-7ac615c6626b,Sphere
3fef23df-b49b-4bb5-b3e2-f962e136e56d,Cylinder
3bc4cef0-2b11-4487-960f-3f5bc160f009,Cube
8c38028e-2553-4638-8b7a-f087dfc8b238,Cone
e5056098-3441-4484-91f2-dbca3145a2e4,Cube
bcb0bab2-4b33-4cbe-9d26-669915cfe668,Cube
c00e724b-5a7f-4275-aa4b-99b5a771093d,Torus.1497
d5ba7adf-9dca-4ec2-bd3d-5038daec067d,Cylinder
26e6f68c-aa74-4aa5-998e-714aba885d08,Torus.1498
08a3e2ba-0f9e-4d0e-8902-ccd03fa2895d,Sphere
dced4987-431d-4b12-9f87-c081fd000b4c,Torus.1499
0ff21f3f-6a9e-4c86-84e5-d6dd2fcbf5cd,Cylinder
824a6d65-922f-46bd-82bc-fc5ebdff2be2,Cylinder
ed4e6eea-ef70-44ab-814b-8a70103ba54c,Torus.1500
a36dca5d-d4a4-41bc-9cb1-959d3847b100,Cone
a52b52ac-acaa-41a1-a302-2bf27f55050c,Sphere
afd5c3ee-55ea-458b-bf57-b8e5ebeb1f8a,Torus.1501
36757d66-02e7-4ffc-84ff-549969d2b278,Cone
9e8d1925-8104-42e6-a9df-a9141018e166,Cone
c3dfa256-b852-4085-b2d7-1c1b38e616ad,Cylinder
2216707b-d5d1-43c5-838e-6740298d2b48,Torus.1502
987b7724-6a96-4a3d-8905-ba8f8ca1dcff,Torus.1503
83969d55-5bac-4285-ab21-96fd7df16819,Cube
a91ada76-7c83-4c0a-9b87-9e56654215d7,Sphere
742037ba-103d-410a-a302-e199ddc9faeb,Cylinder
4eff077f-021e-4d54-8229-22fcf4eb2504,Cylinder
4c88a5f1-f6c0-4d17-b87f-85e7a814aecb,Cylinder
f70174e0-f8cc-4210-a247-98bf8a7c869f,Cone
b6025e43-d039-4cd7-be9a-4293e226a9c1,Cube
1c1d166d-587b-48b4-8d47-e2cf0e1ec5a2,Cylinder
f4c55adc-4211-420e-9181-8d67f3dc716d,Sphere
f6473272-1670-4310-b22c-063ad7a9d82b,Sphere
acb69210-78a6-40c3-8fcc-9d64556ff364,Torus.1504
2d04dded-57a4-4cd8-88ea-768122c4e67c,Cone
c9212c99-bf59-49be-9b50-b38a645d214e,Cube
079fde17-8984-4949-84d1-eadc3db94ac8,Sphere
21c70e80-d0f0-45f4-82be-8c9484ca4d25,Cylinder
1b5e662b-8761-4613-b19f-cbbf0256b28d,Sphere
4a4206f5-115d-4d22-935b-14d8fa52493a,Cube
27b9d72f-fd8f-4721-a3a5-11b1373f966c,Torus.1505
09686d96-ec3a-4048-9edf-cddd11fd8f3b,Cylinder
48bd03fe-2502-42f4-ab59-4cc58c6729de,Sphere
838fd4e8-dac0-43bb-8b09-3321d06ad574,Cylinder
5dc9325c-cac3-43d1-ac4a-7b03e9b95dc6,Cone
9bb4c7ed-61f1-42cf-a01a-eef5e26cf20f,Cylinder
e7489b76-f59d-43d6-a5b7-1a5b0d0a186a,Cylinder
3ccdc81a-6fa4-4522-b29e-03b47ff571c4,Torus.1506
b7b1941d-7439-4442-963e-d9ba678a8307,Cylinder
b4926f84-da36-4a1e-9b6f-02e56d0cc362,Cylinder
b0b1b720-b737-46d7-a3d4-d7294dfdc7a6,Cone
b2ec30dd-239c-4ee1-875b-d3e2a1a7788b,Cube
43ffb79b-399e-496d-a928-64a5c2288642,Cylinder
19ad097c-a947-4e95-a305-ec70f228249b,Cube
f1724b58-d92a-4c90-a5b7-af3b2cdc5e87,Cone
f4bdb34c-b18a-4980-869b-774d33dc40e3,Torus.1507
6ce6c558-a1d5-42b0-a95d-2d6eda07943e,Cube
3e0a7e9f-e8cb-45b9-a8c8-c93565875419,Torus.1508
d10100ec-7c6b-463c-96c7-e0ae01cf833e,Cube
7eae5ea5-799d-4196-af86-f2eae0ca169a,Torus.1509
b07f0561-26b5-4976-a7ab-5c52402661f0,Cylinder
dae8ecaf-45bd-49f3-a4da-b2873de8250d,Sphere
503fdda5-8d63-4bbb-8951-f6f22cadead9,Cone
8b8ca95a-9c99-4e2c-80b7-210366b1ae37,Cone
a1ceb5e9-5de5-4d1d-b4b2-daea88bc12af,Sphere
d92ad49d-7a7c-4654-adc5-1f804c326b12,Cube
7f798c4c-1783-4ae6-9c1b-fac6c42de7fd,Sphere
88a8f72d-1047-497a-a511-6aeba5a442b0,Cylinder
94849d6e-f733-42d1-9696-bcce4106b0e2,Cube
49d7476b-fe8e-4f5f-9c80-8738dc42b4ad,Cylinder
4cc30bdc-15ed-4492-98df-802594896daa,Sphere
d526fa9c-0d2b-48f9-ab15-5f26147fa48d,Torus.1510
599b058a-d687-4460-bb25-cf6283e0cbe5,Cube
7cb604fa-8cec-4d26-99c7-6d3db5c9b818,Torus.1511
ff65b879-a4fd-4090-a7a5-1ce90e5bb31e,Cone
58227243-7721-4b07-aa5c-b7fcd07ff549,Cylinder
bd4aadf2-756a-4d03-9def-1e82ffd24e75,Torus.1512
41a841b2-33d5-4a2c-8bf0-7eb4a39a1445,Torus.1513
e864f059-0de2-4263-9cf1-ec4493dbf27d,Cylinder
d0f60ef9-a68f-437e-a311-3425cc2c7357,Cube
055cef64-3ab0-4c0f-b21e-70be6ed93921,Torus.1514
80a1cec0-e564-4fcc-bb7f-c7f9bf5a5b62,Cube
e6cadda6-496a-45bf-a9ad-75611e3d213f,Sphere
6e7aec78-5cdd-4b64-a573-1e7fd52627c0,Cylinder
1a5c19d2-f162-486f-9da8-0d2716d9fc26,Cone
280b8f61-04c9-4e90-a0fa-d5ffb63cd078,Sphere
5b4592ed-0771-43b9-9388-ce60c9712d8d,Sphere
cf09bd31-f2de-43ed-adf6-1248ef72bd5e,Cube
e1562a42-4eb8-4234-9a11-9ee5537acb5f,Cube
93ea7890-3a76-4650-ac1b-0384d0e486fe,Cone
5b11e87d-1a03-443d-bb72-420ecbcbc865,Cone
f22ec2e2-a638-4e15-8dfd-eb4dcb0cd292,Sphere
6d5300a1-02a0-45a8-bb20-a61b33149ebc,Cone
7ba459df-355f-442d-8858-1911a0cf6357,Cylinder
1262fee4-a104-44d4-ba7f-bf4296e5df9e,Cube
8f33ba87-f700-4b1e-babe-741371465ef0,Cylinder
39f30ac0-c0af-41e5-9153-c377d54ed5e6,Cube
d826d13a-53fe-4b18-97a1-ebe00a9c5576,Cube
81e7baeb-31c4-4a25-94a3-e33b5a607c9d,Torus.1515
2903c276-68e4-4e7a-8c98-1e11b2966b28,Cylinder
6d8b3afe-198a-4f63-8d75-f4ee96a8b782,Sphere
7710cb6b-7a7f-472f-bdaa-9b1b4d514903,Torus.1516
33b27daa-cf8d-48dd-844c-2e3187f71be8,Sphere
e8721aad-c404-4e48-b6ee-830aab03e604,Cylinder
4f74fec5-9717-4155-a1a0-6a4f78db4f9b,Cylinder
29075df5-982a-4384-b6c0-53b92fb8528b,Cube
90f3fe3b-97da-4219-be25-789ee1a31605,Cone
07d1614e-cc44-4cfc-82e6-a724fd2159a1,Cube
80de81e6-0a2a-44e9-99fc-3e70804688f6,Cone
baf18724-1ed5-4683-ba36-04d79225ca62,Cube
251b7b88-a490-47f1-822c-69bf9b3c007c,Cube
19bfb652-774e-4ce1-bcb4-dec7ad6f98ba,Cone
119762c5-00cb-480e-a6b9-d516b35285ed,Torus.1517
cb88db76-c328-4fee-95f4-20d4fdfe620d,Torus.1518
7ee7a9b7-0a18-423b-a237-79c250f5d93e,Cone
9b1b412a-c8f2-48f2-98bf-c98701a44e02,Cube
245038ca-4bf8-462f-8de8-502afb6dccee,Cone
cabea932-2aa6-4b96-a6ce-bd48f470fa3a,Cone
267d76e6-d36c-41f5-8a03-3d590cc87c04,Cone
f0e9e3ee-2c47-408a-92a5-8b6189ca50b8,Cylinder
2f5511dd-a588-4bd8-9286-0388d6cfc298,Sphere
7fa4f777-77a5-4e1b-9cdc-1c660e5d14d3,Torus.1519
f9d1dc0c-5cc2-4c32-b244-be2ef0b010ae,Cylinder
db2bf1d7-1c1c-4fd6-9a6a-0f6978115aa0,Cube
3f20cffd-d727-4ec3-bd4e-6924f432b09e,Cube
df32de9c-0c0b-4fc4-b1ce-15bec38c755f,Cube
cba38734-2a48-4917-a3ff-eac08f5f1672,Cylinder
85b2687c-e046-46b7-9a69-07a0d05f84cb,Cylinder
4295fed1-f070-43b6-8e3f-eed6fbbd4084,Cylinder
00ab40ce-8100-4da8-b342-b34833500afe,Sphere
88a5cfaf-9991-4c7f-8901-e6996f2254f7,Sphere
e29cc524-5990-47c7-bd09-902d00533213,Cylinder
b3a45f0a-5276-48f0-a7f7-caac7337f722,Cone
ccdef3ea-8549-444c-a8cf-836cb6a81a03,Sphere
f4fc9ac9-5d48-4265-9c68-f91c36f5619c,Cube
72fc98e9-ebf7-4465-936e-60f2449a1bec,Cone
72fc7e22-9c26-41a0-baac-79888d7b9f4a,Cone
7cfae778-d595-40df-bf87-2c41118d8474,Cone
43232a92-e862-4e9c-a0f8-cf8d2b98ec02,Torus.1520
249c3b50-1d73-4a95-a685-63785e20380f,Torus.1521
3ad05c4b-b88e-40b8-bfdc-2bc696cd950f,Cube
6193db6a-003f-4bd6-86db-d2f4a93bb4ea,Cone
9ee0edac-dbf9-4dbf-acd0-1c666a9f3f53,Cone
baf2ce96-1f53-4648-a912-9d9332dc4dc1,Torus.1522
f921e8d2-6ce4-4954-8ccb-44db3e02b6fc,Sphere
d4bf3df0-020f-428e-9e80-29ba8bf1606f,Cone
c072ba64-dd38-4a4a-8fba-ab1d661ba6b0,Cylinder
4599dd96-64c8-4d0d-8ad3-ceecb054c912,Sphere
2cdf66ee-9a5d-4c6d-9858-47b978b729c1,Torus.1523
346fc8d9-d91b-496e-a724-efbc5f7cc076,Cone
d83b71a5-6799-4d69-bdd6-f2b6d6a5870f,Cube
6a3f0b7c-939e-4798-bfb6-92c0af0861e2,Cylinder
a83148b4-88df-41e4-bc88-e5e0a52915b5,Cube
35ffd883-9fd8-42f4-83ab-43af0d74d18e,Cylinder
084a7eca-ea36-4a5d-b37d-975362a04d2b,Cylinder
a2eccd0d-1244-4391-98da-a498a12c4d44,Cylinder
73f99880-4bbc-4f1f-af68-a60535ddf1c7,Torus.1524
683aaa83-7b06-4798-b255-5551ff6258ba,Sphere
f5f14c9c-907f-45df-af1d-39411e7e62e9,Cone
7170f397-e5ee-4fa5-9d21-b208386edb69,Cone
b87d8a3f-9f86-49bf-8e85-2f71eec53966,Cube
ccb43328-76ce-4d06-a3d0-b9faf97442a6,Cylinder
277a002e-f503-4b6e-a518-20daffd9fa9a,Sphere
